{massXs[i]} {massYs[i]} {best_scores[i]} {best_sig2bkgs[i]} {best_sigEffs[i]} {best_bkgEffs[i]} {best_QCDEffs[i]} {best_QCDPtoFs[i]} {best_TTBar_Effs[i]}
1600 1400 0.0 0.0 nan nan nan nan nan
1200 600 0.8299509810473702 0.5888951866827714 0.9860801014685348 0.002028834589391827 0.00048756687841495225 0.0005 0.01300662736822071
1000 100 0.9770393096828872 118.77821980630038 0.12249604442985144 0.00045798500707354027 0.0004997495076977059 0.0005 0.0002943170318332756
1600 1000 0.0 0.0 nan 1.0 nan nan 1.0
1200 800 0.0 0.0 nan 0.6925312540831527 nan nan 0.6925312540831527
1000 800 0.0 0.0 nan nan nan nan nan
1600 300 0.9717481634120396 561.6918695404779 0.2154880214800686 0.00042122388050738963 0.0004997451361719571 0.0005 0.0002510556038331201
1200 95 0.9748609986023075 430.2826847415238 0.1569026754312365 0.00045961223261116544 0.0004997445574551296 0.0005 0.00030832415977010287
1600 100 0.9714664776339079 1067.7814093835239 0.17654984975783464 0.0004515041223541593 0.000499736440708003 0.0005000000000000001 0.000260287362244537
3500 95 0.8312984146750724 6986.550348664522 0.5187689072442665 0.0047113171515698465 0.004603707439454948 0.004625000000000001 0.005926243458178819
1600 1200 0.0 0.0 nan nan nan nan nan
1200 500 0.9703433869208594 0.47378844073169585 0.021583509993060062 0.0004377071028202866 0.0004997103616044774 0.0005 0.0
1200 150 0.9748325942055026 498.2096511760121 0.24255924541671914 0.0004598485606698618 0.0004997434761905146 0.0005 0.00030893922394094407
1200 1000 0.0 0.0 nan nan nan nan nan
1800 1200 0.0 0.0 nan nan nan nan nan
1200 70 0.974885882426261 651.8939736251958 0.2876766552412304 0.0004597702384371841 0.0004997455681460418 0.0004999999999999999 0.00030925162744044614
1000 150 0.9769896754549218 97.62065348512006 0.19575009728453635 0.00045820366005389383 0.0004997494612229307 0.0005 0.0002952101578333057
1000 200 0.9769829109027942 19.46717913608504 0.11544664593092863 0.00045823745064269537 0.0004997494551753394 0.0005 0.00029534459641278543
1200 400 0.9737804261191327 2.039716217422683 0.017007956190712034 0.00047772565236991153 0.0004997479911638504 0.0005 0.00044266701249684383
1200 60 0.9748973331552955 679.4638079130577 0.2979140925242987 0.0004561679364997497 0.0004997459496637301 0.0005 0.00029202068638589277
1400 1000 0.0 0.0 nan 1.0 nan nan 1.0
1000 70 0.9771530562908408 187.24164891424962 0.24538773599541103 0.00045771659079146853 0.0004997496283912282 0.0005 0.0002930037997507592
1200 80 0.9748677506144845 595.577942750573 0.2545757559772087 0.0004597612354786931 0.0004997449331408165 0.0004999999999999999 0.0003091641314912675
1400 400 0.9727535858708207 12.384265701027223 0.03896608751169748 0.0004956663024520394 0.0004997492913821921 0.0005 0.0004882185713520569
2500 1000 0.0 0.0 nan nan nan nan nan
1000 500 0.7845275129685818 0.5803096152713685 0.36927507984672875 0.00043866082103523264 0.0004986807026714189 0.0005 0.0
1800 1000 0.0 0.0 nan 1.0 nan nan 1.0
